JUDUL,PENULIS,RATING_AVG,TOTAL_RATINGS,TOTAL_REVIEWS,GENRES,PENERBIT,TAHUN_TERBIT,NAMA_FILE_GAMBAR,warna_h,warna_s,warna_v,warna_r,warna_g,warna_b,warna_kategori,warna_hex_dominan,POPULARITY_SCORE
A Very Yuppy Wedding,Ika Natassa,3.47,4191.0,529.0,"Roman, Sastra Indonesia, Fiksi, Novel, Chick Lit, Dewasa, Roman Kontemporer, Indonesian Literature",Gramedia Pustaka Utama,2007,2007_Gramedia_Pustaka_Uta_A_Very_Yuppy_Wedding.jpg,90.0,32.0,64.0,56.0,64.0,64.0,Abu-abu/Putih,#384040,3.875357014042185
Teh dan Pengkhianat,Iksaka Banu,4.08,1126.0,261.0,"Fiksi Historis, Fiksi, Cerita Pendek, Historis, Sastra Indonesia, Novel, Buku Digital, Indonesian Literature",Kepustakaan Populer Gramedia,2019,2019_Kepustakaan_Populer__Teh_dan_Pengkhianat.jpg,0.0,0.0,254.0,254.0,254.0,254.0,Abu-abu/Putih,#fefefe,3.8816483871416736
Semua Untuk Hindia,Iksaka Banu,4.14,1035.0,254.0,"Fiksi Historis, Fiksi, Cerita Pendek, Sastra Indonesia, Sastra, Historis, Politik, Indonesian Literature",Kepustakaan Populer Gramedia (KPG),2014,2014_Kepustakaan_Populer__Semua_Untuk_Hindia.jpg,17.0,22.0,242.0,242.0,233.0,221.0,Abu-abu/Putih,#f2e9dd,3.881855105487927
Sang Raja,Iksaka Banu,4.27,217.0,60.0,"Fiksi Historis, Sastra Indonesia, Novel, Fiksi, Historis, Indonesian Literature",Kepustakaan Populer Gramedia,2017,2017_Kepustakaan_Populer__Sang_Raja.jpg,74.0,212.0,131.0,22.0,131.0,72.0,Hijau,#168348,4.047720383936534
Ratu Sekop dan cerita-cerita lainnya,Iksaka Banu,4.01,124.0,31.0,"Cerita Pendek, Sastra Indonesia, Antologi, Novel, Indonesian Literature",Marjin Kiri,2017,2017_Marjin_Kiri_Ratu_Sekop_dan_cerita-cerita_l.jpg,135.0,2.0,209.0,208.0,207.0,209.0,Abu-abu/Putih,#d0cfd1,3.919681656062602
Rasina,Iksaka Banu,4.54,294.0,79.0,"Fiksi Historis, Fiksi, Sastra Indonesia, Novel, Indonesian Literature",Kepustakaan Populer Gramedia,2023,2023_Kepustakaan_Populer__Rasina.jpg,25.0,104.0,32.0,32.0,30.0,19.0,Kuning,#201e13,4.213164928191805
Winter in Tokyo,Ilana Tan,4.11,12259.0,682.0,"Roman, Sastra Indonesia, Fiksi, Novel, Remaja, Contemporary, Chick Lit, Indonesian Literature",Gramedia Pustaka Utama,2008,2008_Gramedia_Pustaka_Uta_Winter_in_Tokyo.jpg,9.0,93.0,145.0,145.0,108.0,92.0,Merah,#916c5c,3.890086122382973
When the Sky Is Blooming,Ilana Tan,3.83,313.0,99.0,"Roman, Fiksi, Novel, Kumpulan Karya, Indonesian Literature",Gramedia Pustaka Utama,2025,2025_Gramedia_Pustaka_Uta_When_the_Sky_Is_Blooming.jpg,22.0,20.0,229.0,229.0,224.0,211.0,Abu-abu/Putih,#e5e0d3,3.854476453910952
The Star and I,Ilana Tan,3.79,1354.0,333.0,"Roman, Novel, Sastra Indonesia, Fiksi, Contemporary, Remaja, Dewasa, Indonesian Literature",Gramedia Pustaka Utama,2021,2021_Gramedia_Pustaka_Uta_The_Star_and_I.jpg,10.0,35.0,88.0,88.0,80.0,76.0,Abu-abu/Putih,#58504c,3.880649248468116
Sunshine Becomes You,Ilana Tan,4.11,10357.0,890.0,"Roman, Sastra Indonesia, Fiksi, Novel, Remaja, Contemporary, Drama, Indonesian Literature",Gramedia Pustaka Utama,2012,2012_Gramedia_Pustaka_Uta_Sunshine_Becomes_You.jpg,170.0,33.0,46.0,46.0,40.0,42.0,Abu-abu/Putih,#2e282a,3.88861635544819
Summer in Seoul,Ilana Tan,3.92,11584.0,767.0,"Roman, Sastra Indonesia, Fiksi, Novel, Remaja, Contemporary, Dewasa, Indonesian Literature",Gramedia Pustaka Utama,2006,2006_Gramedia_Pustaka_Uta_Summer_in_Seoul.jpg,107.0,99.0,231.0,141.0,181.0,231.0,Biru,#8db5e7,3.8823928205424494
Spring in London,Ilana Tan,3.97,10159.0,524.0,"Roman, Sastra Indonesia, Fiksi, Novel, Remaja, Contemporary, Dewasa, Indonesian Literature",Gramedia Pustaka Utama,2010,2010_Gramedia_Pustaka_Uta_Spring_in_London.jpg,30.0,2.0,249.0,249.0,249.0,247.0,Abu-abu/Putih,#f9f9f7,3.88393799287509
In a Blue Moon,Ilana Tan,3.96,5693.0,818.0,"Roman, Sastra Indonesia, Fiksi, Novel, Contemporary, Remaja, Drama, Indonesian Literature",Gramedia Pustaka Utama,2015,2015_Gramedia_Pustaka_Uta_In_a_Blue_Moon.jpg,104.0,212.0,189.0,32.0,117.0,189.0,Biru,#2075bd,3.882305673297776
Autumn in Paris,Ilana Tan,4.12,13492.0,1.0,"Roman, Sastra Indonesia, Fiksi, Novel, Remaja, Contemporary, Drama, Indonesian Literature",Gramedia Pustaka Utama,2007,2007_Gramedia_Pustaka_Uta_Autumn_in_Paris.jpg,21.0,114.0,96.0,96.0,83.0,53.0,Oranye/Cokelat,#605335,3.8912438192485386
Ziarah Tanah Jawa: Kumpulan Puisi 2006-2012,Iman Budhi Santosa,3.5,8.0,1.0,"Sastra Indonesia, Indonesian Literature",Intan Cendekia,2013,2013_Intan_Cendekia_Ziarah_Tanah_Jawa_Kumpulan_Pui.jpg,110.0,26.0,30.0,27.0,28.0,30.0,Abu-abu/Putih,#1b1c1e,3.8707096530458234
Pledoi Malin Kundang: Antologi Puisi,Indrian Koto,3.88,24.0,4.0,"Sastra Indonesia, Indonesian Literature",Gambang,2017,2017_Gambang_Pledoi_Malin_Kundang_Antologi_.jpg,86.0,198.0,165.0,37.0,165.0,149.0,Biru,#25a595,3.88088888864444
Penyeret Babi,Inggit Putria Marga,4.14,22.0,1.0,"Sastra Indonesia, Indonesian Literature",anahata,2010,2010_anahata_Penyeret_Babi.jpg,15.0,83.0,220.0,220.0,183.0,148.0,Oranye/Cokelat,#dcb794,3.8992721104188615
Empedu Tanah,Inggit Putria Marga,4.06,104.0,30.0,"Puisi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2020,2020_Gramedia_Pustaka_Uta_Empedu_Tanah.jpg,20.0,209.0,225.0,225.0,162.0,41.0,Oranye/Cokelat,#e1a229,3.928311365207554
Say Hi,Inggrid Sonya,4.18,381.0,105.0,"Roman, Remaja, Fiksi, Sastra Indonesia, Persahabatan, Novel, Indonesian Literature",Elex Media,2020,2020_Elex_Media_Say_Hi.jpg,0.0,0.0,254.0,254.0,254.0,254.0,Abu-abu/Putih,#fefefe,4.050948816662246
Wędrówka,Intan Paramaditha,3.77,1506.0,428.0,"Fiksi, Fantasi, Asia, Sastra Indonesia, Novel, Perjalanan, Sastra Asia, Indonesian Literature",Wydawnictwo Tajfuny,2023,2023_Wydawnictwo_Tajfuny_Wędrówka.jpg,0.0,0.0,254.0,254.0,254.0,254.0,Abu-abu/Putih,#fefefe,3.8805803423526974
Sihir Perempuan,Intan Paramaditha,3.99,1696.0,419.0,"Cerita Pendek, Horor, Fiksi, Feminisme, Sastra Indonesia, Thriller, Misteri, Indonesian Literature",Katakita,2005,2005_Katakita_Sihir_Perempuan.jpg,0.0,0.0,254.0,254.0,254.0,254.0,Abu-abu/Putih,#fefefe,3.8813383096222935
Malam Seribu Jahanam,Intan Paramaditha,4.45,1042.0,273.0,"Fiksi, Sastra Indonesia, Horor, Misteri, Sastra, Novel, Gotik, Indonesian Literature",Gramedia Pustaka Utama,2023,2023_Gramedia_Pustaka_Uta_Malam_Seribu_Jahanam.jpg,15.0,12.0,42.0,42.0,41.0,40.0,Abu-abu/Putih,#2a2928,3.8829231502769015
Apple and Knife,Intan Paramaditha,3.55,1101.0,214.0,"Cerita Pendek, Horor, Fiksi, Feminisme, Fantasi, Realisme Magis, Asia, Indonesian Literature",Brow Books,2018,2018_Brow_Books_Apple_and_Knife.jpg,0.0,234.0,36.0,36.0,3.0,3.0,Merah,#240303,3.879822375083103
Sejarah Psikologi: Perkembangan Perspektif Teoritis,Irwanto,4.14,7.0,1.0,Indonesian Literature,Gramedia Pustaka Utama,2018,2018_Gramedia_Pustaka_Uta_Sejarah_Psikologi_Perkembangan.jpg,9.0,188.0,140.0,140.0,67.0,37.0,Merah,#8c4325,3.887083356516019
I am My Own Home and Other Essays,Isyana Artharini,3.59,227.0,40.0,"Nonfiksi, Sastra Indonesia, Feminisme, Esai, Memoar, Indonesian Literature",Kepustakaan Populer Gramedia,2017,2017_Kepustakaan_Populer__I_am_My_Own_Home_and_Other_Ess.jpg,12.0,149.0,48.0,48.0,31.0,20.0,Merah,#301f14,3.7530236210515655
"Ibuk,",Iwan Setyawan,3.87,1907.0,297.0,"Novel, Fiksi, Sastra Indonesia, Keluarga, Kehidupan Sehari-hari, Kisah Nyata, Inspiratif, Indonesian Literature",Gramedia Pustaka Utama,2012,"2012_Gramedia_Pustaka_Uta_Ibuk,.jpg",24.0,210.0,239.0,239.0,199.0,42.0,Oranye/Cokelat,#efc72a,3.880924872929787
9 Summers 10 Autumns,Iwan Setyawan,3.53,3026.0,449.0,"Novel, Fiksi, Sastra Indonesia, Kisah Nyata, Inspiratif, Keluarga, Pengembangan Diri, Indonesian Literature",Gramedia Pustaka Utama,2011,2011_Gramedia_Pustaka_Uta_9_Summers_10_Autumns.jpg,0.0,237.0,69.0,69.0,5.0,5.0,Merah,#450505,3.877359946511106
Ziarah: Sebuah Novel,Iwan Simatupang,4.03,720.0,147.0,"Fiksi, Novel, Sastra Indonesia, Sastra, Klasik, Realisme Magis, Kehidupan Sehari-hari, Indonesian Literature",Djambatan,2007,2007_Djambatan_Ziarah_Sebuah_Novel.jpg,21.0,70.0,76.0,76.0,70.0,55.0,Oranye/Cokelat,#4c4637,3.9872860484199855
Kebebasan Pengarang dan Masalah Tanah Air,Iwan Simatupang,3.53,32.0,2.0,"Sastra Indonesia, Indonesian Literature",Kompas,2004,2004_Kompas_Kebebasan_Pengarang_dan_Masala.jpg,23.0,237.0,245.0,245.0,189.0,17.0,Oranye/Cokelat,#f5bd11,3.846002939666524
Melangkah,J.S. Khairen,4.03,596.0,165.0,"Fiksi, Fantasi, Novel, Aksi, Sastra Indonesia, Petualangan, Indonesian Literature",Grasindo,2020,2020_Grasindo_Melangkah.jpg,50.0,159.0,106.0,62.0,106.0,40.0,Hijau,#3e6a28,3.981302958901859
Dompet Ayah Sepatu Ibu,J.S. Khairen,4.38,1402.0,350.0,"Novel, Fiksi, Keluarga, Kehidupan Sehari-hari, Roman, Drama, Sastra Indonesia, Indonesian Literature",Gramedia Widia Sarana,2023,2023_Gramedia_Widia_Saran_Dompet_Ayah_Sepatu_Ibu.jpg,157.0,166.0,20.0,20.0,7.0,17.0,Hitam,#140711,3.8826819788729394
Bungkam Suara,J.S. Khairen,4.26,474.0,115.0,"Novel, Distopia, Fiksi, Fiksi Ilmiah, Politik, Indonesian Literature",Gramedia Widia Sarana,2023,2023_Gramedia_Widia_Saran_Bungkam_Suara.jpg,173.0,102.0,10.0,10.0,6.0,7.0,Hitam,#0a0607,4.116355642801009
Lunar Boy,Jacinta Wibowo,4.18,2834.0,546.0,"Novel Grafis, Anak Usia Menengah, LGBT, Fiksi Ilmiah, Queer, Fantasi, Komik, Indonesian Literature",HarperAlley,2024,2024_HarperAlley_Lunar_Boy.jpg,102.0,189.0,77.0,20.0,54.0,77.0,Biru,#14364d,3.883016118001272
Epigram,Jamal,3.61,136.0,29.0,"Novel, Sastra Indonesia, Fiksi, Fiksi Historis, Indonesian Literature",Gramedia Pustaka Utama,2006,2006_Gramedia_Pustaka_Uta_Epigram.jpg,0.0,0.0,245.0,245.0,245.0,245.0,Abu-abu/Putih,#f5f5f5,3.794305571705751
Dong Mu,Jamal,3.13,72.0,18.0,"Sastra Indonesia, Novel, Indonesian Literature", Gramedia Pustaka Utama,2007,2007_Gramedia_Pustaka_Uta_Dong_Mu.jpg,53.0,16.0,128.0,122.0,128.0,120.0,Abu-abu/Putih,#7a8078,3.731289811398951
Mantappu Jiwa,Jerome Polin Sijabat,4.17,1607.0,295.0,"Nonfiksi, Pengembangan Diri, Sastra Indonesia, Biografi, Autobiografi, Memoar, Pendidikan, Indonesian Literature",Gramedia Pustaka Utama,2019,2019_Gramedia_Pustaka_Uta_Mantappu_Jiwa.jpg,16.0,156.0,245.0,245.0,174.0,95.0,Oranye/Cokelat,#f5ae5f,3.881958464661053
Berkas Genosida Indonesia: Mekanika Pembunuhan Massal 1965-1966,Jess Melvin,4.52,58.0,16.0,"Sejarah, Nonfiksi, Politik, Indonesian Literature",Komunitas Bambu,2022,2022_Komunitas_Bambu_Berkas_Genosida_Indonesia_Meka.jpg,10.0,77.0,50.0,50.0,40.0,35.0,Merah,#322823,3.9876989038671584
Vera Wong's Unsolicited Advice for Murderers,Jesse Q. Sutanto,4.02,207147.0,30.0,"Misteri, Fiksi, Buku Audio, Klub Buku, Misteri Thriller, Misteri Ringan, Contemporary, Indonesian Literature",Berkley,2023,2023_Berkley_Vera_Wong's_Unsolicited_Advice.jpg,15.0,53.0,233.0,233.0,209.0,185.0,Oranye/Cokelat,#e9d1b9,3.938959081849613
Four Aunties and a Wedding,Jesse Q. Sutanto,3.44,32387.0,4.0,"Roman, Misteri, Fiksi, Buku Audio, Contemporary, Humor, Dewasa, Indonesian Literature",Berkley,2022,2022_Berkley_Four_Aunties_and_a_Wedding.jpg,108.0,174.0,167.0,53.0,97.0,167.0,Biru,#3561a7,3.837037959121776
Dial A for Aunties,Jesse Q. Sutanto,3.68,120514.0,20.0,"Roman, Fiksi, Misteri, Contemporary, Buku Audio, Humor, Dewasa, Indonesian Literature",Berkley,2021,2021_Berkley_Dial_A_for_Aunties.jpg,22.0,246.0,249.0,249.0,182.0,9.0,Oranye/Cokelat,#f9b609,3.8220365164761656
Dancing Out of Bali,John  Coast,3.84,19.0,1.0,"Seni, Perjalanan, Sastra Indonesia, Indonesian Literature",Periplus Editions (HK) Ltd.,2004,2004_Periplus_Editions_(H_Dancing_Out_of_Bali.jpg,0.0,0.0,251.0,251.0,251.0,251.0,Abu-abu/Putih,#fbfbfb,3.8784377757270745
"Antologi Drama Indonesia, Jilid 2: 1931-1945",John H. McGlynn,3.57,7.0,0.0,Indonesian Literature,Amanah Lontar,2006,"2006_Amanah_Lontar_Antologi_Drama_Indonesia,_Jili.jpg",119.0,151.0,101.0,41.0,43.0,101.0,Biru,#292b65,3.87361500208564
"Antologi Drama Indonesia, Jilid 1: 1895-1930",John H. McGlynn,4.0,7.0,1.0,Indonesian Literature,Amanah Lontar,2006,"2006_Amanah_Lontar_Antologi_Drama_Indonesia,_Jili.jpg",18.0,69.0,186.0,186.0,166.0,136.0,Oranye/Cokelat,#baa688,3.8837753396383823
The Good Samaritan,John Marrs,4.06,84922.0,8.0,"Thriller, Fiksi, Misteri, Misteri Thriller, Buku Audio, Suspense, Thriller Psikologis, Indonesian Literature",Thomas & Mercer,2018,2018_Thomas_&_Mercer_The_Good_Samaritan.jpg,90.0,4.0,254.0,250.0,254.0,254.0,Abu-abu/Putih,#fafefe,3.9212550418429215
Dalih Pembunuhan Massal: Gerakan 30 September dan Kudeta Suharto,John Roosa,4.27,525.0,80.0,"Sejarah, Nonfiksi, Sastra Indonesia, Politik, Asia, Buku Terlarang, Indonesian Literature",Institut Sejarah Sosial Indonesia dan Hasta Mitra,2008,2008_Institut_Sejarah_Sos_Dalih_Pembunuhan_Massal_Geraka.jpg,0.0,1.0,252.0,252.0,251.0,251.0,Abu-abu/Putih,#fcfbfb,4.131800361520258
Tak Ada Asu di Antara Kita,Joko Pinurbo,3.78,147.0,44.0,"Cerita Pendek, Fiksi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2023,2023_Gramedia_Pustaka_Uta_Tak_Ada_Asu_di_Antara_Kita.jpg,8.0,57.0,18.0,18.0,15.0,14.0,Hitam,#120f0e,3.8469419928203337
Surat Kopi,Joko Pinurbo,3.93,533.0,99.0,"Puisi, Sastra Indonesia, Fiksi, Indonesian Literature",Motion Publishing,2014,2014_Motion_Publishing_Surat_Kopi.jpg,93.0,88.0,180.0,118.0,174.0,180.0,Biru,#76aeb4,3.912749704308752
Selamat Menunaikan Ibadah Puisi: Sehimpun Puisi Pilihan,Joko Pinurbo,4.08,758.0,115.0,"Puisi, Fiksi, Sastra Indonesia, Sastra, Indonesian Literature",Gramedia Pustaka Utama,2016,2016_Gramedia_Pustaka_Uta_Selamat_Menunaikan_Ibadah_Puis.jpg,136.0,135.0,102.0,76.0,48.0,102.0,Ungu/Merah Muda,#4c3066,4.025025967407849
Perjamuan Khong Guan,Joko Pinurbo,3.96,1358.0,307.0,"Puisi, Fiksi, Sastra Indonesia, Contemporary, Antologi, Indonesian Literature",Gramedia Pustaka Utama,2020,2020_Gramedia_Pustaka_Uta_Perjamuan_Khong_Guan.jpg,140.0,3.0,253.0,252.0,250.0,253.0,Abu-abu/Putih,#fcfafd,3.881234950449167
Malam Ini Aku Akan Tidur Di Matamu: Sehimpun Puisi Pilihan,Joko Pinurbo,3.86,422.0,56.0,"Puisi, Fiksi, Sastra Indonesia, Antologi, Indonesian Literature",Gramedia Widiasarana Indonesia,2016,2016_Gramedia_Widiasarana_Malam_Ini_Aku_Akan_Tidur_Di_Ma.jpg,15.0,146.0,226.0,226.0,163.0,97.0,Oranye/Cokelat,#e2a361,3.868525053592788
Kepada Cium,Joko Pinurbo,3.71,258.0,45.0,"Puisi, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2007,2007_Gramedia_Pustaka_Uta_Kepada_Cium.jpg,109.0,18.0,231.0,215.0,221.0,231.0,Abu-abu/Putih,#d7dde7,3.800362621046817
Celana Pacarkecilku di Bawah Kibaran Sarung,Joko Pinurbo,3.95,228.0,23.0,"Sastra Indonesia, Puisi, Indonesian Literature",Gramedia Pustaka Utama,2007,2007_Gramedia_Pustaka_Uta_Celana_Pacarkecilku_di_Bawah_K.jpg,15.0,161.0,225.0,225.0,155.0,83.0,Oranye/Cokelat,#e19b53,3.911393802547841
Buku Latihan Tidur: Kumpulan Puisi,Joko Pinurbo,4.07,849.0,155.0,"Puisi, Sastra Indonesia, Fiksi, Antologi, Indonesian Literature",Gramedia Pustaka Utama,2017,2017_Gramedia_Pustaka_Uta_Buku_Latihan_Tidur_Kumpulan_Pu.jpg,27.0,42.0,242.0,242.0,238.0,202.0,Abu-abu/Putih,#f2eeca,4.02196217383516
Baju Bulan: Seuntai Puisi Pilihan,Joko Pinurbo,4.0,517.0,86.0,"Puisi, Sastra Indonesia, Sastra, Indonesian Literature",Gramedia Pustaka Utama,2013,2013_Gramedia_Pustaka_Uta_Baju_Bulan_Seuntai_Puisi_Pilih.jpg,5.0,85.0,18.0,18.0,13.0,12.0,Hitam,#120d0c,3.957294194564801
60 Puisi Indonesia Terbaik 2009: Anugerah Sastra Pena Kencana,Joko Pinurbo,3.66,56.0,5.0,"Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2009,2009_Gramedia_Pustaka_Uta_60_Puisi_Indonesia_Terbaik_200.jpg,109.0,187.0,153.0,41.0,82.0,153.0,Biru,#295299,3.8451222139547294
Rumah Tusuk Sate di Amsterdam Selatan,Joss Wibisono,4.1,20.0,5.0,"Sastra Indonesia, Indonesian Literature",Oak,2017,2017_Oak_Rumah_Tusuk_Sate_di_Amsterdam_.jpg,118.0,148.0,74.0,31.0,34.0,74.0,Biru,#1f224a,3.8951283568888297
Glonggong,Junaedi Setiyono,3.69,106.0,30.0,"Sastra Indonesia, Novel, Fiksi Historis, Fiksi, Indonesian Literature",Serambi,2007,2007_Serambi_Glonggong.jpg,98.0,76.0,64.0,45.0,59.0,64.0,Biru,#2d3b40,3.829749384864948
Arumdalu,Junaedi Setiyono,3.44,39.0,8.0,"Sastra Indonesia, Fiksi Historis, Indonesian Literature",Serambi,2010,2010_Serambi_Arumdalu.jpg,13.0,199.0,179.0,179.0,101.0,39.0,Merah,#b36527,3.8285710414862777
Cinta/Pergi,Juno Tisno,3.03,62.0,26.0,"Sastra Indonesia, Fiksi, Roman, Indonesian Literature",Moka Media,2014,2014_Moka_Media_CintaPergi.jpg,27.0,10.0,246.0,246.0,245.0,236.0,Abu-abu/Putih,#f6f5ec,3.730757136990379
Menyibak Tabir Orde Baru: Memoar Politik Indonesia 1965-1998,Jusuf Wanandi,4.19,95.0,13.0,"Sejarah, Nonfiksi, Sastra Indonesia, Politik, Indonesian Literature",Kompas,2014,2014_Kompas_Menyibak_Tabir_Orde_Baru_Memoa.jpg,101.0,64.0,242.0,181.0,219.0,242.0,Biru,#b5dbf2,3.95736745443818
Vermilion Rain,Kai Elian,4.17,439.0,159.0,"Thriller, Misteri, Fiksi, Novel, Misteri Thriller, Sastra Indonesia, Fiksi Ilmiah, Indonesian Literature",Gramedia Pustaka Utama,2023,2023_Gramedia_Pustaka_Uta_Vermilion_Rain.jpg,22.0,188.0,140.0,140.0,113.0,37.0,Oranye/Cokelat,#8c7125,4.055198687769132
Esok Jilbab Kita Dirayakan,Kalis Mardiasih,4.03,100.0,29.0,"Nonfiksi, Feminisme, Sastra Indonesia, Indonesian Literature",Buku Mojok,2025,2025_Buku_Mojok_Esok_Jilbab_Kita_Dirayakan.jpg,92.0,72.0,117.0,84.0,115.0,117.0,Biru,#547375,3.9192509810349927
"Love, Hate & Hocus-Pocus",Karla M. Nashar,3.75,3248.0,482.0,"Roman, Sastra Indonesia, Fantasi, Novel, Fiksi, Chick Lit, Contemporary, Indonesian Literature",Gramedia Pustaka Utama,2008,"2008_Gramedia_Pustaka_Uta_Love,_Hate_&_Hocus-Pocus.jpg",101.0,74.0,238.0,169.0,213.0,238.0,Biru,#a9d5ee,3.8796182869730393
Bellamore: A Beautiful Love To Remember,Karla M. Nashar,3.7,1451.0,204.0,"Roman, Sastra Indonesia, Fiksi, Novel, Chick Lit, Dewasa, Remaja, Indonesian Literature",Gramedia Pustaka Utama,2007,2007_Gramedia_Pustaka_Uta_Bellamore_A_Beautiful_Love_To_.jpg,29.0,252.0,252.0,252.0,240.0,3.0,Kuning,#fcf003,3.880339170948736
Sajak-Sajak Bulan,Karsono H. Saputra,4.42,19.0,1.0,"Puisi, Sastra Indonesia, Indonesian Literature",bukupop,2014,2014_bukupop_Sajak-Sajak_Bulan.jpg,103.0,249.0,127.0,3.0,74.0,127.0,Biru,#034a7f,3.914187978484577
Telembuk: Dangdut dan Kisah Cinta yang Keparat,Kedung Darma Romansha,3.81,101.0,24.0,"Fiksi, Novel, Sastra Indonesia, Indonesian Literature",Indie Book Corner,2017,2017_Indie_Book_Corner_Telembuk_Dangdut_dan_Kisah_Cin.jpg,90.0,1.0,253.0,252.0,253.0,253.0,Abu-abu/Putih,#fcfdfd,3.86259691061594
Pengantin Remaja,Ken Terate,4.24,327.0,121.0,"Remaja, Fiksi, Roman, Novel, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2022,2022_Gramedia_Pustaka_Uta_Pengantin_Remaja.jpg,153.0,15.0,207.0,207.0,195.0,206.0,Abu-abu/Putih,#cfc3ce,4.071478205870784
Minoel,Ken Terate,4.21,518.0,188.0,"Remaja, Fiksi, Roman, Contemporary, Novel, Kesehatan Mental, Sastra Indonesia, Indonesian Literature",Gramedia Pustaka Utama,2015,2015_Gramedia_Pustaka_Uta_Minoel.jpg,15.0,93.0,112.0,112.0,92.0,71.0,Oranye/Cokelat,#705c47,4.092100891133937
Jurnal Jo,Ken Terate,3.68,996.0,154.0,"Sastra Indonesia, Roman, Novel, Remaja, Fiksi, Persahabatan, Humor, Indonesian Literature",Gramedia Pustaka Utama,2008,2008_Gramedia_Pustaka_Uta_Jurnal_Jo.jpg,33.0,25.0,248.0,246.0,248.0,224.0,Abu-abu/Putih,#f6f8e0,3.725227344382704
Kurma: Kumpulan Cerpen Puasa-Lebaran Kompas,Kenedi Nurhan,3.63,48.0,6.0,"Sastra Indonesia, Indonesian Literature",Penerbit Buku Kompas,2002,2002_Penerbit_Buku_Kompas_Kurma_Kumpulan_Cerpen_Puasa-Le.jpg,175.0,77.0,20.0,20.0,14.0,15.0,Hitam,#140e0f,3.845243719400654
Dua Tengkorak Kepala: Cerpen Pilihan KOMPAS 2000,Kenedi Nurhan,3.54,149.0,18.0,"Fiksi, Sastra Indonesia, Sastra, Cerita Pendek, Indonesian Literature",Kompas,2000,2000_Kompas_Dua_Tengkorak_Kepala_Cerpen_Pi.jpg,106.0,62.0,147.0,111.0,128.0,147.0,Biru,#6f8093,3.765039234153727
"Di Ampenan, Apa Lagi yang Kau Cari?: Sepilihan Puisi",Kiki Sulistyo,3.97,61.0,14.0,"Puisi, Sastra Indonesia, Indonesian Literature",Basabasi,2017,"2017_Basabasi_Di_Ampenan,_Apa_Lagi_yang_Kau_.jpg",24.0,43.0,238.0,238.0,230.0,198.0,Abu-abu/Putih,#eee6c6,3.896469505689852
Pinky Promise,Kireina Enno,3.92,25.0,4.0,Indonesian Literature,GagasMedia,2016,2016_GagasMedia_Pinky_Promise.jpg,32.0,166.0,164.0,158.0,164.0,57.0,Kuning,#9ea439,3.884068239834115
Horor Kamar 022,Kiyu Luxury,2.86,7.0,3.0,Indonesian Literature,Euthenia,2014,2014_Euthenia_Horor_Kamar_022.jpg,173.0,11.0,90.0,90.0,86.0,87.0,Abu-abu/Putih,#5a5657,3.856838630777623
Roman Medan,Koko Hendri Lubis,3.77,13.0,3.0,Indonesian Literature,Gramedia Pustaka Utama,2018,2018_Gramedia_Pustaka_Uta_Roman_Medan.jpg,83.0,58.0,193.0,149.0,193.0,182.0,Hijau,#95c1b6,3.8761900558076783
Upacara,Korrie Layun Rampan,3.63,103.0,15.0,"Sastra Indonesia, Novel, Roman, Fiksi, Indonesian Literature",Pustaka Jaya,2000,2000_Pustaka_Jaya_Upacara.jpg,76.0,91.0,121.0,78.0,121.0,101.0,Hijau,#4e7965,3.815062955686095
Tokoh-tokoh Cerita Pendek Indonesia,Korrie Layun Rampan,3.71,21.0,5.0,"Sastra, Indonesian Literature",Grasindo,2005,2005_Grasindo_Tokoh-tokoh_Cerita_Pendek_Indo.jpg,10.0,6.0,254.0,254.0,250.0,248.0,Abu-abu/Putih,#fefaf8,3.869390634545917
Dunia Perempuan,Korrie Layun Rampan,4.58,118.0,2.0,"Sastra Indonesia, Indonesian Literature",Bentang Budaya,2002,2002_Bentang_Budaya_Dunia_Perempuan.jpg,20.0,3.0,250.0,250.0,249.0,247.0,Abu-abu/Putih,#faf9f7,4.083507536814906
Apresiasi Cerita Indonesia Mutakhir,Korrie Layun Rampan,3.0,1.0,0.0,Indonesian Literature,Bukupop,2009,2009_Bukupop_Apresiasi_Cerita_Indonesia_Mut.jpg,4.0,78.0,169.0,169.0,124.0,117.0,Merah,#a97c75,3.877927456909115
Angkatan 2000 Dalam Sastra Indonesia,Korrie Layun Rampan,4.03,30.0,2.0,"Sastra Indonesia, Indonesian Literature",PT Grasindo,2000,2000_PT_Grasindo_Angkatan_2000_Dalam_Sastra_Ind.jpg,100.0,53.0,58.0,46.0,54.0,58.0,Biru,#2e363a,3.894967719241568
80 Sajak Puncak dalam Sejarah Sastra Indonesia,Korrie Layun Rampan,3.78,9.0,3.0,"Sastra Indonesia, Indonesian Literature",Narasi,2014,2014_Narasi_80_Sajak_Puncak_dalam_Sejarah_.jpg,,,,,,,,,3.877915991174755
